Total Terms,Accepted (GMM),Divergence (GMM),Accepted (Static),Divergence (Static),NonEnglish Cases,Orthographic Errors,Diacritic Errors,Ortho Penalty (Diacritic),Ortho Penalty (Other),Threshold GMM,Threshold Static
596,340,256,3,593,256,0,39,0.1,0.15,0.238,0.62
