Total Missing Terms,Unique Missing Terms,Total Sentences Evaluated,Average Terms per Sentence,Term Acceptable %,Sentence Acceptable %,Term-Level Mean CASS,Sentence-Level Mean CASS,Diacritic Error Count,Orthographic Error Count,No Error Count
596,227,546,1.09,0.5,53.11,0.2714,0.2501,39,0,301
