Total Missing Terms,Unique Missing Terms,Total Sentences Evaluated,Average Terms per Sentence,Term Acceptable %,Sentence Acceptable %,Term-Level Mean CASS,Sentence-Level Mean CASS,Diacritic Error Count,Orthographic Error Count,No Error Count
331,225,273,1.21,8.76,9.89,0.5076,0.5118,38,0,244
