Total Missing Terms,Unique Missing Terms,Total Sentences Evaluated,Average Terms per Sentence,Term Acceptable %,Sentence Acceptable %,Term-Level Mean CASS,Sentence-Level Mean CASS,Diacritic Error Count,Orthographic Error Count,No Error Count
571,232,524,1.09,1.23,57.82,0.2884,0.2703,14,0,337
