Total Terms,Accepted (GMM),Divergence (GMM),Accepted (Static),Divergence (Static),NonEnglish Cases,Orthographic Errors,Diacritic Errors,Ortho Penalty (Diacritic),Ortho Penalty (Other),Threshold GMM,Threshold Static
571,350,221,7,564,220,0,14,0.1,0.15,0.235,0.62
