Total Missing Terms,Unique Missing Terms,Total Sentences Evaluated,Average Terms per Sentence,Term Acceptable %,Sentence Acceptable %,Term-Level Mean CASS,Sentence-Level Mean CASS,Diacritic Error Count,Orthographic Error Count,No Error Count
567,231,520,1.09,1.23,58.08,0.29,0.2718,15,0,335
