Total Terms,Accepted (GMM),Divergence (GMM),Accepted (Static),Divergence (Static),NonEnglish Cases,Orthographic Errors,Diacritic Errors,Ortho Penalty (Diacritic),Ortho Penalty (Other),Threshold GMM,Threshold Static
534,312,222,2,532,222,0,10,0.1,0.15,0.233,0.62
