Total Missing Terms,Unique Missing Terms,Total Sentences Evaluated,Average Terms per Sentence,Term Acceptable %,Sentence Acceptable %,Term-Level Mean CASS,Sentence-Level Mean CASS,Diacritic Error Count,Orthographic Error Count,No Error Count
331,226,273,1.21,8.46,9.52,0.506,0.5094,36,0,248
